what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1340207756802
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340207756803
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340207756820
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340207759520
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340207760034
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340207760064
activated,view,org.eclipse.gmf.bridge.ui.dashboard,2.0.100.v20110607-2359,"org.eclipse.gmf.bridge.ui.dashboard.DashboardPart",1340207761274
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340207764247
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340207773157
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1340207776152
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340207776209
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340207780415
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340207780418
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340207780541
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340207781361
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340207785382
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340207785461
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340207785502
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340207786825
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340207789664
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340207789847
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1340207791509
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340207791689
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340207794108
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340207794610
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340208009232
activated,editor,org.eclipse.gmf.map.edit,2.2.100.v20110510-2359,"org.eclipse.gmf.mappings.presentation.GMFMapEditorID",1340208040482
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340208041602
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1340208049213
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340208060367
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340208062149
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340208063599
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340208064411
activated,editor,org.eclipse.gmf.map.edit,2.2.100.v20110510-2359,"org.eclipse.gmf.mappings.presentation.GMFMapEditorID",1340208069802
